likes,about_post,date
"900,501 likes","kiaraaliaadvani
Verified
Styled by - @mohitrai
Outfit - @cinqasept
Make up - @makeupbylekha
Hair - @bbhiral
Photographer - @adityakendale
44w","NOVEMBER 30, 2019"
"712,712 views","kiaraaliaadvani
Verified
Come, groove with us! #ChandigarhMein out now!
#GoodNewwz @akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @badboyshah @harrdysandhu @lisamishramusic @aseeskaurmusic @tanishk_bagchi @azeemdayani @boscomartis @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
44w","NOVEMBER 27, 2019"
"811,393 likes","kiaraaliaadvani
Verified
Lookin at you Chandigarh! See you soon🤩 #ChandigarhMein #GoodNewwz
44w","NOVEMBER 27, 2019"
"536,971 views","kiaraaliaadvani
Verified
#Chandigarh, ready to paint the town red?! Send in your videos of the hookstep using #ChandigarhStep & #GoodNewwz and get ready...because we're coming to your city with our first song! #ChandigarhMein
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @badboyshah @harrdysandhu @lisamishramusic @aseeskaurmusic @tanishk_bagchi @azeemdayani @boscomartis @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
45w","NOVEMBER 25, 2019"
"892,471 views","kiaraaliaadvani
Verified
Ready or not, this beat & these party people are coming for you!🔥 #ChandigarhMein 
#GoodNewwz @akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @badboyshah @harrdysandhu @lisamishramusic @aseeskaurmusic @tanishk_bagchi @azeemdayani @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
45w","NOVEMBER 25, 2019"
"992,436 likes","kiaraaliaadvani
Verified
#ChooseToInclude #JaiVakeelFoundation #ChanakyaSchoolOfCraft @jaivakeel @chanakya.school The inclusion bands stand for a tomorrow that is all inclusive, one where respect, dignity, diversity, inclusion and acceptance co-exist. Let’s build a movement together! Did you know that one in ever 50 Indians, over 26 million individuals suffer from intellectual disability (ID) . In spite of the colossal figure, we as a society still remain largely unaware of this space and are unable to actively address the needs of these individuals. Those with ID are some of the most marginalised and excluded groups of children, experiencing widespread violations of their rights. By wearing the inclusion bands we aim to commit to a world that is stronger for all. The jai Vakeel foundation that is working in the space of intellectual disability has partnered with Chanakya school of craft to create a powerful collaboration of thought and inclusion.
45w","NOVEMBER 25, 2019"
"425,704 views","kiaraaliaadvani
Verified
Dropping this beat soon, stay tuned! #GoodNewwz
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
45w","NOVEMBER 24, 2019"
"1,342,465 likes","kiaraaliaadvani
Verified
Layering up this winter ❄ with @labelritukumar
#LabelRituKumar #LabelRituKumarAW19 #JustDanceWithLABEL #structuredpastoral
45w","NOVEMBER 23, 2019"
"927,713 likes","kiaraaliaadvani
Verified
#GoodNewwz #Us ❤️💥🤗
46w","NOVEMBER 19, 2019"
"582,451 views","kiaraaliaadvani
Verified
Staring the day with this BIG #GoodNewwz! 💥💥💥Thank you for the ❤️ on #GoodNewwzTrailer!
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 19, 2019"
"976,631 views","kiaraaliaadvani
Verified
#GoodNewwzTrailer 💥🤗😁

This #Christmas, happiness will be delivered...to the wrong address! #GoodNewwzTrailer out NOW!
In cinemas 27th December
#GoodNewwz @akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 18, 2019"
"951,813 likes","kiaraaliaadvani
Verified
#GoodNewwz 💥🎀🤗🤞🏻
46w","NOVEMBER 18, 2019"
"1,135,203 likes","kiaraaliaadvani
Verified
#GoodNewwz🎀🤗🤞🏻
46w","NOVEMBER 18, 2019"
"792,602 likes","kiaraaliaadvani
Verified
@lakshmilehr @makeupbylekha @ayeshadevitre @frontrowgypsy #GoodNewwz🤞🏻🤗💥🎀
46w","NOVEMBER 18, 2019"
"860,688 likes","kiaraaliaadvani
Verified
@skechersindia just dropped the exclusive Limited Edition Heritage collection.

Totally obsessing over these kicks! If you like chunky sneakers as much as I do then you can log on to www.skechers.in and get yourself a pair.💥 #SKXHeritage #SkechersIndia
46w","NOVEMBER 15, 2019"
"262,036 likes","kiaraaliaadvani
Verified
This #Monday, no blues - only #GoodNewwz! #GoodNewwzTrailer out on 18th Nov!😀
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 15, 2019"
"799,644 views","kiaraaliaadvani
Verified
The goof ups have begun!
#GoodNewwzTrailer not tomorrow.. wait for it..coming soon!🙃🤪🤗💥
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 14, 2019"
"634,372 likes","kiaraaliaadvani
Verified
Double trouble begins! Catch this #GoodNewwz this festive season on 27th December!💥🤗
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 14, 2019"
"298,794 likes","kiaraaliaadvani
Verified
Are you ready for the biggest goof up of the year to hit you? #GoodNewwz
In cinemas 27th December.
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 14, 2019"
"353,792 likes","kiaraaliaadvani
Verified
Looks like @akshaykumar has found himself in the 'middle' of some news....is it #GoodNewwz?
Stay tuned🤗
@akshaykumar #KareenaKapoorKhan @diljitdosanjh @karanjohar @apoorva1972 @shashankkhaitan @raj_a_mehta @somenmishra @zeestudiosofficial @dharmamovies #CapeOfGoodFilms @zeemusiccompany
46w","NOVEMBER 14, 2019"
"1,001,851 likes","kiaraaliaadvani
Verified
Outfit @nicolasjebranworld
Shoes @cl.india
Stylist @manekaharisinghani
Glam @makeupbylekha
Hair @bbhiral
Managed by @jubindesai 📸@tejasnerurkarr
46w","NOVEMBER 14, 2019"
"759,987 likes","kiaraaliaadvani
Verified
Outfit @nicolasjebranworld
Shoes @cl.india
Stylist @manekaharisinghani
Glam @makeupbylekha
Hair @bbhiral
Managed by @jubindesai 📸@tejasnerurkarr
46w","NOVEMBER 14, 2019"
"709,631 likes","kiaraaliaadvani
Verified
Outfit @nicolasjebranworld
Shoes @cl.india
Stylist @manekaharisinghani
Glam @makeupbylekha
Hair @bbhiral
Managed by @jubindesai 📸@tejasnerurkarr
46w","NOVEMBER 14, 2019"
"994,499 likes","kiaraaliaadvani
Verified
Kinda wanna #JustDancewithLABEL all the time! @labelritukumar

#LabelRituKumar #LabelRituKumarAW19
48w","NOVEMBER 3, 2019"
"6,755,602 views","kiaraaliaadvani
Verified
❤️🖤
49w","OCTOBER 26, 2019"
"566,442 likes","kiaraaliaadvani
Verified
@manekaharisinghani @bbhiral @makeupbylekha
49w","OCTOBER 24, 2019"
"867,756 likes","kiaraaliaadvani
Verified
@makeupbylekha @bbhiral @manekaharisinghani
49w","OCTOBER 24, 2019"
"664,528 likes","kiaraaliaadvani
Verified
@manekaharisinghani @makeupbylekha @bbhiral
49w","OCTOBER 24, 2019"
"1,044,269 likes","kiaraaliaadvani
Verified
⚓️
50w","OCTOBER 16, 2019"
"2,579,500 views","kiaraaliaadvani
Verified
❣️
51w","OCTOBER 15, 2019"
"919,284 likes","kiaraaliaadvani
Verified
New uniform; cue @labelritukumar 💥

#JustDanceWithLabel #LabelRituKumar #LabelRituKumarAW19 #StructuredPastoral
51w","OCTOBER 15, 2019"
"3,803,732 views","kiaraaliaadvani
Verified
It’s a Housefull day with our #GoodNewwz crew #TheBalaChallenge!🤣
Delivering due on 27th December!

@karanjohar @apoorva1972 @akshaykumar #KareenaKapoorKhan @diljitdosanjh @raj_a_mehta @shashankkhaitan @dharmamovies #CapeOfGoodFilms @zeestudiosofficial
51w","OCTOBER 11, 2019"
"969,388 likes","kiaraaliaadvani
Verified
Behen 💜
52w","OCTOBER 7, 2019"
"1,084,081 likes","kiaraaliaadvani
Verified
Back to black for the weekend with @labelritukumar.

#JustDanceWithLabel #LabelRituKumar #LabelRituKumarAW19 #StructuredPastoral
52w","OCTOBER 4, 2019"
"1,435,410 likes","kiaraaliaadvani
Verified
Vaccay withdrawals! Already dreaming of the next one! A quick staycation with Booking.com to beat my post-vacation blues!😁 No better down time than a trip with family or friends.. wouldn’t it be ideal to plan a holiday every 4 months, it’s so nice to come back refreshed and rejuvenated! Plan your next with @bookingcom #Ad
52w","OCTOBER 4, 2019"
"606,141 likes","kiaraaliaadvani
Verified
#LaxmmiBomb💥 @akshaykumar
52w","OCTOBER 3, 2019"
"943,756 likes","kiaraaliaadvani
Verified
I’ve clearly inspired my brother this holiday, at least with all the posing! He hates taking pictures and my family could give any Asian tourist competition when it comes to taking pictures, but here we are and we’ve come a long way with this one, my little brother posing like it’s nobody’s business in this picture.. well Thankyou @bookingcom #Ad for helping me plan this getaway to spend quality time with the people who mean the world to me #HeGetsitFromHisSister #SiblingTime @mishaaladvani
53w","SEPTEMBER 29, 2019"
"701,985 likes","kiaraaliaadvani
Verified
A role that will always be close to my heart. Meet Preeti, the love of Kabir’s life today at 12 PM in the World Television Premiere of Kabir Singh on @sonymaxmovies. #KabirSinghOnSonyMAX
53w","SEPTEMBER 29, 2019"
"787,318 likes","kiaraaliaadvani
Verified
🎭
53w","SEPTEMBER 28, 2019"
"1,348,051 likes","kiaraaliaadvani
Verified
Ciao Como 💋 until next time! @bookingcom #ad
53w","SEPTEMBER 27, 2019"
"609,641 likes","kiaraaliaadvani
Verified
👜👛💥🤗😍 Super excited to announce my association with Giordano Handbags. It's a brand that reflects my sense of style and is very close to my heart. Giordano handbags are the perfect accessory to elevate any outfit. Shop now at a store near you !!!
@giordanoindia @luxxuberance
#giordano #giordanohandbags #kiaraforgiordano #handbags #fallfashion #effortlesslystylish #giordanoAW19 #classynotpricey #luxxuberance
53w","SEPTEMBER 26, 2019"
"1,127,988 likes","kiaraaliaadvani
Verified
Sunkissed💋
53w","SEPTEMBER 25, 2019"
"1,198,265 views","kiaraaliaadvani
Verified
Super thrilled to be the face of @labelritukumar AW'19 campaign. Time to #JustDanceWithLABEL. Show me your moves and one lucky winner will win a 25k gift hamper from Label Ritu Kumar. Don’t forget to tag @labelritukumar and add the hashtag #JustDanceWithLabel on your video on Instagram.

#LabelRituKumar #LabelRituKumarAW19 #StructuralPastoral
54w","SEPTEMBER 24, 2019"
"1,263,118 likes","kiaraaliaadvani
Verified
Spotted in Milan 🖤 Finally some R&R 🌈 Shoutout to @bookingcom for helping me plan this exciting escape! #bookingyeah #Ad
54w","SEPTEMBER 22, 2019"
"1,114,863 likes","kiaraaliaadvani
Verified
Teri Aankhein Bhool Bhulaiyaa 👻💥 excited to share with you! #BhoolBhulaiyaa2 Can’t wait to begin this journey with @kartikaaryan @aneesbazmee @cine1studios @tseries.official @muradkhetani @its_bhushankumar 💥💥
54w","SEPTEMBER 21, 2019"
"894,246 likes","kiaraaliaadvani
Verified
Forever mood😴😴😴🤭 #OkChaloGoodNight
54w","SEPTEMBER 19, 2019"
"1,019,198 likes","kiaraaliaadvani
Verified
स्पोटिड
55w","SEPTEMBER 15, 2019"
"722,148 views","kiaraaliaadvani
Verified
#GiveawayAlert !! Hey Guys! You all know the ponds super light gel is my favourite from @pondsindia ! Ever since I tried it , I’ve fallen in love with it and been using it every day! Anyone who feels that creams aren't always the best fit, here is a gel that's super light, extremely comfortable to wear and enriched with Vitamin E and Hyaluronic acid! But I want you guys to try this out yourselves! Sooo i'm doing a #Giveaway! Tell me why you want to try the new Pond's Super Light Gel (give me nice answers) + Tag 3 Friends and get them to do the same + Follow @pondsindia and use the hashtag #WaterFreshGlow and I will choose 10 lucky winners! Ready? Set? Go! #Ponds #PondsIndia
56w","SEPTEMBER 10, 2019"
"1,150,829 likes","kiaraaliaadvani
Verified
With @boat.nirvana , you are anything but ordinary 💁‍♀🔥
#PlugIntoNirvana #IamaboAthead
56w","SEPTEMBER 9, 2019"
"940,330 likes","kiaraaliaadvani
Verified
Just black and white😉 no fancy quote🙃. @avigowariker 📸
56w","SEPTEMBER 9, 2019"
"756,698 likes","kiaraaliaadvani
Verified
A Galaxy in her eyes 💫 Universe in her mind ✨
56w","SEPTEMBER 9, 2019"
"1,043,321 likes","kiaraaliaadvani
Verified
🌼
57w","SEPTEMBER 3, 2019"
"1,142,316 likes","kiaraaliaadvani
Verified
🌼
57w","SEPTEMBER 3, 2019"
"873,417 likes","kiaraaliaadvani
Verified
🍂
57w","SEPTEMBER 3, 2019"
"518,411 likes","kiaraaliaadvani
Verified
🌻💦 @travelandleisureindia @makeupbylekha @aasifahmedofficial @aasthasharma @jubindesai @ashviniyardi @aindrilamitra @sanchitatrivedi
57w","SEPTEMBER 3, 2019"
"394,169 likes","kiaraaliaadvani
Verified
Lilac sky 🦄
58w","AUGUST 26, 2019"
"1,356,829 likes","kiaraaliaadvani
Verified
LAXMMI 💣
59w","AUGUST 20, 2019"
"1,903,332 views","kiaraaliaadvani
Verified
LAXMMI 💣
59w","AUGUST 9, 2019"
"737,526 likes","kiaraaliaadvani
Verified
LAXMMI 💣
59w","AUGUST 2, 2019"
"731,892 likes","kiaraaliaadvani
Verified
@manishmalhotra05 ❤️ @hellomagindia Photos: (@colstonjulian)

Makeup : @makeupbylekha
Hair: @amitthakur_hair
Fashion Director: (@avantikkak)

Fashion Editor: (@sonampoladia)

Assisted By: Rashmita Goyal
61w","AUGUST 1, 2019"
"875,275 likes","kiaraaliaadvani
Verified
@manishmalhotra05 ❤️ @hellomagindia Photos: (@colstonjulian)

Makeup : @makeupbylekha
Hair: @amitthakur_hair
Fashion Director: (@avantikkak)

Fashion Editor: (@sonampoladia)

Assisted By: Rashmita Goyal
61w","AUGUST 1, 2019"
"1,311,742 views","kiaraaliaadvani
Verified
@jiteshpillaai @ashwini_dee @filmfare team😁🙏🏼❤️🤗😬💃🏻🤩🥳💫🙏🏼🤗
63w","JULY 23, 2019"
"717,359 likes","kiaraaliaadvani
Verified
The mother of all fashion weeks #icw2019 such a pleasure to be your showstopper @amitaggarwalofficial for the opening show of @fdciofficial India Couture Week! 💃🏻❤️💫 Glam Squad- @vardannayak @amitthakur_hair @mohitrai
63w","JULY 23, 2019"
"1,179,771 likes","kiaraaliaadvani
Verified
The mother of all fashion weeks #icw2019 such a pleasure to be your showstopper @amitaggarwalofficial for the opening show of @fdciofficial India Couture Week! 💃🏻❤️💫 Glam Squad- @vardannayak @amitthakur_hair @mohitrai
63w","JULY 23, 2019"
"1,499,227 likes","kiaraaliaadvani
Verified
The mother of all fashion weeks #icw2019 such a pleasure to be your showstopper @amitaggarwalofficial for the opening show of @fdciofficial India Couture Week! 💃🏻❤️💫 Glam Squad- @vardannayak @amitthakur_hair @mohitrai
63w","JULY 23, 2019"
"953,499 likes","kiaraaliaadvani
Verified
#1MonthOfKabirSingh Every time I have tried to put down my feelings on Kabir Singh I don’t know where to begin, this attempt will not do justice either, to how truly grateful I am, to my team, and the audience for making our film what it has become today. A year ago I stepped into the shoes of Preeti, shy, demure, and basically the complete opposite of me. But I also saw her strength, conviction, her love and her passion and couldn’t help but feel for the love story that you all rooted for with me.. Kabir, aka @shahidkapoor my costar, confidant and friend through this journey who completed and made this story so real and believable. Already missing your craziness mama, couldn’t have been luckier to work together on this special film❤️ Sandeep Sir, the OG! His conviction to stay true to his story and make it so unapologetically, his passion for films, his craziness and honesty gave us the opportunity to play characters that were flawed, imperfect and so real that you can’t stop yourself from feeling for them. Our amazing producers @ashwinvarde @muradkhetani @its_bhushankumar @@tseries.official for making this gem of a film! @santha_dop my incredible dop for capturing every moment of this love story so beautifully.
To all our singers and musicians @sachettandonofficial @paramparathakurofficial @arijitsingh @armaanmalik @amaal_mallik @tulsikumar15 @sachdevaakhilnasha @vishalmishraofficial Thankyou for creating a soundtrack that became an anthem and the heartbeat of the film! To the entire cast and crew, every technician, our EP this film would not be the same without your efforts and hardwork!
My personal team- @jubindesai @raveesh_dhanu @makeupbylekha @hairbyseema @a_little_sip_of_fashion @simrantalwar13 @aajani21 #santosh for having my back all along. But most importantly beyond Thankful to the audience for loving, accepting and rooting for this love story❤🙏
63w","JULY 21, 2019"
"3,548,226 views","kiaraaliaadvani
Verified
#ThrowbackThursday to the first day of shoot for #Guilty and now we are midway through the shoot 📽 @ruchinarain @karanjohar @apoorva1972 @dharmaticent ❤️
64w","JULY 11, 2019"
"2,137,029 views","kiaraaliaadvani
Verified
New from @pondsindia and me! Get a SPOTLESS GLOW with the Pro-Vitamin B3+ enriched @pondsindia cream ❤️
64w","JULY 10, 2019"
"1,108,963 likes","kiaraaliaadvani
Verified
❤️🙏🏼Grateful. Thankful. Blessed. 🙏🏼❤️
65w","JULY 5, 2019"
